L,H,seed,baseline_mse,teacher_mse,student_mse,abs_improvement,fgl_delta
4,4,0,6.874479166666666,2.2276041666666666,3.775520833333333,3.098958333333333,45.0791726645958
4,4,1,7.1328125,1.6307291666666666,7.369791666666667,-0.23697916666666696,-3.32238043081417
4,4,2,5.759895833333333,1.4479166666666667,6.172395833333334,-0.41250000000000053,-7.161587847002451
4,7,0,18.119270833333335,2.3505208333333334,11.0390625,7.080208333333335,39.07556986403749
4,7,1,21.077604166666667,2.009375,10.4609375,10.616666666666667,50.36941856729843
4,7,2,15.665104166666667,1.6510416666666667,10.447916666666666,5.217187500000001,33.30451840276624
4,10,0,21.3359375,2.2036458333333333,7.4265625,13.909375,65.19223727572319
4,10,1,20.346875,1.9640625,8.542708333333334,11.804166666666667,58.01464188808683
4,10,2,18.766145833333333,1.9151041666666666,8.605729166666666,10.160416666666666,54.14226638172684
4,13,0,15.351041666666667,1.7416666666666667,8.428125,6.9229166666666675,45.09737395670761
4,13,1,7.565625,1.6453125,9.194791666666667,-1.6291666666666673,-21.533801459452025
4,13,2,17.322395833333335,1.9828125,7.121875,10.200520833333336,58.88631648576326
4,16,0,14.130208333333334,2.403125,3.990625,10.139583333333334,71.75820125322522
4,16,1,10.483333333333333,1.5630208333333333,3.2317708333333335,7.251562499999999,69.17229729729729
4,16,2,13.797916666666667,1.9166666666666667,3.2114583333333333,10.586458333333335,76.7250490714178
7,4,0,1.6197916666666667,2.215625,4.897395833333333,-3.2776041666666664,-202.34726688102893
7,4,1,1.5760416666666666,2.363541666666667,3.71875,-2.142708333333333,-135.95505617977528
7,4,2,1.515625,2.003645833333333,3.1734375,-1.6578125,-109.38144329896906
7,7,0,5.504166666666666,2.261458333333333,5.511458333333334,-0.00729166666666714,-0.13247539742620087
7,7,1,6.7078125,2.3255208333333335,6.8328125,-0.125,-1.8634987188446306
7,7,2,3.996875,2.056770833333333,3.4401041666666665,0.5567708333333337,13.930153765962999
7,10,0,9.936979166666667,2.3375,5.2328125,4.7041666666666675,47.3400073379108
7,10,1,9.3359375,3.113020833333333,5.299479166666667,4.036458333333333,43.23570432357043
7,10,2,9.938541666666667,2.081770833333333,4.633854166666667,5.304687500000001,53.374908290535586
7,13,0,11.960416666666667,2.1890625,6.777604166666666,5.182812500000001,43.333043023863446
7,13,1,13.775,2.323958333333333,6.741145833333333,7.033854166666667,51.06246218995766
7,13,2,13.560416666666667,2.003645833333333,6.449479166666666,7.1109375,52.43893071132278
7,16,0,20.641145833333333,2.0151041666666667,6.388020833333333,14.253125,69.0520047437612
7,16,1,17.481770833333332,2.2,5.518229166666667,11.963541666666664,68.43438105169074
7,16,2,20.6203125,2.005729166666667,5.548958333333333,15.071354166666667,73.0898436513349
10,4,0,2.706770833333333,0.3692708333333333,0.71875,1.9880208333333331,73.44621897248412
10,4,1,1.6776041666666666,0.3692708333333333,0.9963541666666667,0.6812499999999999,40.608506674945666
10,4,2,1.1927083333333333,0.42604166666666665,0.7307291666666667,0.4619791666666666,38.73362445414847
10,7,0,0.7739583333333333,0.3640625,0.8729166666666667,-0.09895833333333337,-12.786002691790047
10,7,1,0.5723958333333333,0.36041666666666666,0.8677083333333333,-0.2953125,-51.59235668789809
10,7,2,0.71875,0.38645833333333335,0.7364583333333333,-0.017708333333333326,-2.463768115942028
10,10,0,1.5145833333333334,0.39375,1.496875,0.017708333333333437,1.169188445667132
10,10,1,1.4494791666666667,0.4083333333333333,1.3140625,0.13541666666666674,9.342436219906581
10,10,2,1.1859375,0.39114583333333336,1.2375,-0.051562499999999956,-4.347826086956517
10,13,0,1.7822916666666666,0.3880208333333333,1.7760416666666667,0.006249999999999867,0.35067212156632804
10,13,1,1.4072916666666666,0.38333333333333336,1.3651041666666666,0.042187500000000044,2.9977794226498924
10,13,2,2.5229166666666667,0.375,1.3234375,1.1994791666666667,47.543352601156066
10,16,0,4.377604166666667,0.36770833333333336,3.2963541666666667,1.0812500000000003,24.69958358120167
10,16,1,5.0390625,0.39427083333333335,3.0151041666666667,2.0239583333333333,40.16537467700259
10,16,2,4.221354166666667,0.3927083333333333,2.716666666666667,1.5046875000000002,35.64466378778532
13,4,0,0.40729166666666666,0.38177083333333334,0.690625,-0.2833333333333334,-69.56521739130436
13,4,1,0.54375,0.35625,0.6510416666666666,-0.10729166666666667,-19.731800766283527
13,4,2,0.44114583333333335,0.42604166666666665,0.6963541666666667,-0.25520833333333337,-57.851239669421496
13,7,0,0.3932291666666667,0.378125,0.8166666666666667,-0.42343749999999997,-107.682119205298
13,7,1,0.6864583333333333,0.3927083333333333,0.6947916666666667,-0.008333333333333415,-1.2139605462822578
13,7,2,0.5875,0.41875,0.9067708333333333,-0.3192708333333333,-54.34397163120567
13,10,0,0.7515625,0.42864583333333334,0.7645833333333333,-0.01302083333333326,-1.7325017325017227
13,10,1,0.9479166666666666,0.36614583333333334,0.8494791666666667,0.09843749999999996,10.384615384615381
13,10,2,0.9140625,0.4015625,0.9489583333333333,-0.03489583333333335,-3.81766381766382
13,13,0,0.940625,0.42916666666666664,0.9401041666666666,0.0005208333333334147,0.05537098560355239
13,13,1,0.4234375,0.3651041666666667,0.853125,-0.4296875,-101.4760147601476
13,13,2,0.6197916666666666,0.3541666666666667,0.95,-0.3302083333333333,-53.27731092436975
13,16,0,0.34479166666666666,0.3572916666666667,0.5244791666666667,-0.17968750000000006,-52.11480362537766
